bahubali	बाहुबली
bolege	बोलेगे
khte	खटे
pidi	पीड़ी
aae	आए
chupe	छुपे
saadh	साध
lijiya	लिजिया
gareb	गरेब
deka	डेका
bhekh	भेख
puchny	पूछनी
bachchy	बच्ची
mujhy	मुझी
unhy	उन्ही
jabarjasti	जबरजसती
mangbai	मंगबाई
bekh	बेख
mangty	मांगती
jikske	जिक्सके
nayayparnali	न्यायपर्णली
nayay	नयय
shoshan	शोषण
chaai	चाई
zyyada	ज्यादा
badne	बड़ने
jayiyo	जायियो
saraswati	सरस्वती
kunj	कुंज
warse	वार्स
ahwazhai	अहवाजहाइ
majbooti	मजबूती
majboot	मजबूत
thakat	ठकट
indiahai	इंदियाहाई
jaaega	जाएगा
jaaenge	जाएँगे
deep	दीप
shatru	शत्रु
bagawat	बगावत
shukriya	शुक्रिया
sunta	सुनता
chchakkr	च्चक्कर
sochni	सोचनी
namo	नमो
karawal	करवाल
nagar	नगर
deko	डेको
jaaney	जाने
nhai	न्हाई
bawaseer	बावसीर
jehad	जेहाद
taj	ताज
mahal	महल
sardi	सर्दी
bhet	भेट
jhar	झार
pochh	पोछ
bitane	बिताने
parvah	परवाह
bdbole	बडबोले
thikana	ठिकाना
kosko	कोसको
agitation	एजिटेशन
rampalji	रामपालजी
shirecharno	शिरेचरणों
aasirvad	आसिर्वाद
modiaaj	मोडियाज
horha	होरहा
juthe	जुठे
bapuji	बापूजी
modimonhai	मोदीमोनहाइ
kaane	काने
ruke	रुके
jawabdehi	जवाबदेही
jatiwad	जातिवाद
gatha	गाठा
ksa	कसा
dabaya	दबाया
sunlo	सुनलो
gaurakchak	गौरकचक
bakhto	बख्तो
jach	जच
karaegi	कराएगी
riha	रिहा
chata	चाटा
ayaga	आयागा
humko	हमको
parmarthi	परमार्थी
mahinonse	महिनोंसे
bagato	बगतो
recording	रिकॉर्डिंग
karvaye	करवाये
insaaf	इंसाफ
smaaj	समाज
buraiyo	बुरैयो
daak	डाक
sisyo	सीसयो
aapji	आपजी
wajase	वाजसे
janch	जांच
karao	कराओ
takki	तक्की
aapane	आपने
manki	मानकी
karwayahe	करवायहे
pap	पाप
asugas	असुगस
vah	वाह
dhikarenge	ढिकरेंगे
santrampalji	संतरामपालजी
sachcha	सच्चा
karnewale	करनेवाले
sata	सता
santji	संतजी
dhikar	धिकर
janamte	जनमते
billi	बिल्ली
charon	चारों
shajish	शाजिश
apradhi	अपराधी
jasa	जसा
dosi	डोसी
garhwali	गढ़वाली
banai	बनाई
hani	हानी
kishan	किशन
dhappa	धप्पा
maiyya	मैय्या
chuda	चुड़ा
manga	मांगा
dikhaate	दिखाते
mardana	मर्दाना
kamzori	कमजोरी
kahti	कहती
chora	चोरा
pi	पी
azeeb	अजीब
kathore	कठोरे
darpok	दरपोक
dara	दारा
nidar	निदार
chhora	छोरा
daikha	दैखा
lade	लाडे
peeth	पीठ
thapthapane	थपथपने
lagvao	लगवाओ
jumlo	जुमलो
fekne	फेकने
bahrosa	बहरोसा
karen	कारें
deshdrohiyo	देशद्रोहियो
paridam	परिदम्
pdi	पड़ी
indain	इंडाइन
isay	इसे
khehtay	खहते
dunya	दुनिया
chitrol	चित्रोल
kehtey	कहते
ghul	घुल
chatai	चटाई
motrma	मोटरमा
hindustaniyo	हिंदुस्तानियों
mangoge	मंगोगे
pizza	पिज्जा
nipta	निपटा
fujio	फुजीओ
kashmiryo	कश्मीर्यो
haarte	हारते
gaa	गा
hatehali	हतेहाली
jinhine	जिनहिने
baaji	बाजी
lagai	लगाई
badiya	बाडिया
yaken	यकेन
aaba	आबा
pathi	पाठी
sil	सिल
isis	आईएसआईएस
hamne	हमने
separatist	सेपरेटिस्ट
yaah	याह
bhejkar	भेजकर
barha	बरहा
panga	पंगा
phorh	फोरह
utube	उतूबे
peetne	पीतने
moka	मोका
barastey	बरसते
garjtey	गर्जते
dikhaiye	दिखाइये
missile	मिसाइल
daage	दागे
agye	अग्ये
gand	गंड
unhi	उन्ही
ghoomte	घूमते
badle	बदले
prasar	प्रसार
balaji	बालाजी
bharte	भारती
sambhalay	संभालय
chalaingay	चलाइंगय
bhaio	भाईओ
kaaledhan	कालेधन
chichha	चिछा
bigadey	बिगडे
mitroon	मित्रून
kabar	कबर
khodni	खोदनी
padegi	पड़ेगी
bharati	भारती
mabni	माबनी
qisam	किसम
qamar	कमर
bajwa	बाजवा
tabaah	तबाह
karata	करता
mandovi	मांडोवी
karayega	करायेगा
rkhi	रखी
usee	उसी
kavivar	कविवर
beghairaton	बेघैरतों
bhonkty	भोंक्ती
rehty	रहती
gobhi	गोभी
karwayenge	करवायेंगे
saaar	सार
akhand	अखंड
pahli	पहली
bastiyon	बस्तियों
sawaal	सवाल
uthae	उठाए
pehen	पहन
alvida	अलविदा
dosto	दोस्तो
pataa	पता
zut	जूट
gei	गेई
doglepan	दोगलेपन
hadh	हाड
aayaa	आया
dekhen	देखें
bhoolen	भूलें
canada	कनाडा
dekhai	देखाई
padai	पड़ाई
likhai	लिखाई
zoro	ज़ोरो
sarfaraz	सरफराज
sharmindagi	शर्मिंदगी
modiya	मोडिया
huyi	हुई
haarne	हारने
ghayal	घायल
sina	सीना
tokh	तोख
uthrahai	उठरहई
harane	हरने
parega	परेगा
einase	एनसे
durghatana	दुर्घटना
mmgchqoda	मंगचकोड़ा
shurwat	शुरवत
dekhaye	देखाए
robot	रोबोट
aayu	आयु
sardar	सरदार
iccha	इच्छा
seema	सीमा
balidaan	बलिदान
jaiga	जैगा
duniyan	दुनियां
loha	लोहा
gadaro	गदरो
deshdrohio	देशद्रोहिओ
hahakar	हहकर
dusman	दुस्मन
dar	दर
saham	सहम
natak	नाटक
jhel	झेल
muqaabla	मुकाबला
parrikar	परिकर
digvijaya	दिग्विजय
saheed	सहीद
sikhane	सिखाने
appka	अप्पका
nirupam	निरुपम
bayaan	बयान
bahes	बहेस
atankistan	अतंकिस्तान
issey	इसी
bika	बिका
tumhi	तुम्ही
gunssa	गुंस्सा
aasman	आसमान
aakroshit	आक्रोषित
pkda	पकडा
sahaj	सहज
revenge	रेवेंगे
girebaan	गिरेबान
dhamaal	धमाल
dare	डेयर
lncinema	लंकिनेमा
dayamehar	दयामहर
latkhor	लटखोर
hau	हाउ
damdar	दमदार
mallikarjun	मल्लिकार्जुन
kharge	खरगे
popular	पॉप्युलर
ruko	रुको
mangta	मंगता
rahahain	राहहैन
laato	लाटो
bhoot	भूत
baato	बाटो
maante	मानते
aapiyon	आपियों
upa	यूपीए
aapiya	आपिया
keval	केवल
afwah	अफवाह
pahunch	पहुँच
jaison	जैसन
varosa	वरोसा
pahna	पहना
khisiyani	खिसियानी
khambha	खंभा
noche	नोचे
parts	पार्ट्स
taiyari	तैयारी
sima	सीमा
aatanki	आतंकी
nrajxy	नृजक
pakisthan	पाकिस्थान
bahari	बहारी
gadaar	गदार
khasi	खासी
banayi	बनायी
etni	एटनी
mitne	मिटने
badlav	बदलाव
irado	इरादो
laadle	लाडले
bajaate	बजाते
dek	डेक
kaheen	कहीं
muhtod	मुहटोड
aapiye	आपिये
sukud	सुकुद
bakhts	बाख्त्स
puray	पुरे
rotiya	रोटिया
sekni	सेकनी
jeep	जीप
kud	कूद
manata	मानता
principal	प्रिंसिपल
jakhm	जख्म
khak	खाक
abhisav	अभिसाव
bhule	भूले
unhen	उन्हें
dalal	दलाल
chay	चाय
pradhanmantri	प्रधानमंत्री
bologe	बोलोगे
kehnewale	कहनेवाले
juti	जूती
aapna	आपना
bej	बेज
suhagraat	सुहागरात
karuga	करुगा
sochege	सोचेगे
jaali	जाली
jiye	जिये
bhejhta	भेझता
chhodna	छोड़ना
ishwar	ईश्वर
suni	सुनी
aram	आराम
isee	इसी
atangwad	अटंगवाद
garibi	गरीबी
ahsaas	अहसास
badam	बादाम
kesar	केसर
sang	सांग
usnke	उसंके
panding	पैंडिंग
dikhte	दिखते
pasuo	पसुओ
savidhan	सविधान
vahhh	वहह
melord	मेलर्ड
patang	पतंग
udane	उड़ने
puchhlu	पुछलू
bain	बैन
daalein	डालें
nigam	निगम
barre	बर्रे
pollute	पलूट
taiyaari	तैयारी
gehre	गहरे
jitega	जितेगा
vhi	व्ही
dhumdham	धूमधाम
mnaya	मनाया
bolane	बोलने
buddhijivi	बुद्धिजीवी
mahajan	महाजन
fatwa	फटवा
manmana	मनमाना
plhe	पीएलएचई
jalaane	जलाने
bakre	बाकरे
kaatenge	काटेंगे
anarsa	अनारसा
anokhi	अनोखी
mithaii	मिठाई
khelenge	खेलेंगे
patli	पतली
saani	सानी
todna	तोड़ना
bonus	बोनस
chhodke	छोडके
khele	खेले
balloon	बैलून
khelne	खेलने
aatankwaadi	आतंकवादी
thwacha	त्वचा
kahelte	कहेलते
beauty	ब्यूटी
baatna	बाटना
bataa	बता
rishte	रिश्ते
shahenshah	शहंशाह
eye	आई
chashma	चश्मा
dikhna	दिखना
kaal	काल
aaraha	आरहा
karun	करूँ
chedhchaad	चेढ़चाड़
gulal	गुलाल
bhagwa	भगवा
akhilesh	अखिलेश
ramzaade	रामज़ादे
papu	पप्पू
batyega	बतयेगा
wli	अली
manai	मनाई
phone	फोने
dhanda	धंदा
jalao	जलाओ
kharaab	खराब
manayi	मनायी
badhaiyaan	बधाइयाँ
khushiyan	खुशियाँ
samajdaaro	समजदारों
bigada	बिगड़ा
tyohar	त्योहार
pabandi	पाबंदी
kacheri	कचेरी
karani	करानी
padati	पड़ती
daag	दाग
environmentalist	एनवायरनमेंटलिस्ट
failta	फैलता
meva	मेवा
nuksan	नुकसान
bujargo	बुजर्गो
pakshio	पक्षिओ
jeevan	जीवन
chidd	चिड
chauda	चौड़ा
phodenge	फोडेंगे
pluto	प्लूटो
aurangzeb	औरंगजेब
aulaadon	औलादों
asthma	अस्थमा
fekenge	फेकेंगे
madarchood	मदरचूद
betichood	बेटिचूद
phatake	फटके
meherbaani	मेहरबानी
adsense	अदसेंसे
karn	कर्ण
bigaada	बिगाड़ा
karege	करेगे
ura	उरा
gudgudi	गुदगुदी
lgi	लगी
bhaging	भागिंग
kamaye	कमाये
waley	वाले
guzarish	गुजारिश
paypal	पेपाल
lagayen	लगायें
priya	प्रिया
virtual	वर्चुअल
khareedna	खरीदना
seekhlo	सीखलो
saturation	सैटरेशन
hojao	होजाओ
dollar	डॉलर
trading	ट्रेडिंग
sikke	सिक्के
pheke	फेके
dalwane	दलवाने
bohat	बोहत
kutti	कुट्टी
leagal	लीगल
tender	टेंडर
amaanya	अमान्य
niklne	निकलने
pakdi	पकड़ी
bubble	बबल
maana	माना
pockets	पॉकेट्स
pey	पेय
gobor	गोबोर
marungi	मरुंगी
ghamand	घमंड
malai	मलाई
gumrah	गुमराह
software	सॉफ्टवेयर
krwana	करवाना
dikhanay	दिखाने
gaalian	गालियाँ
rola	रोला
khaki	खाकी
jaein	जाएं
qatal	कतल
shahadat	शहादत
arre	अर्रे
himayati	हिमायती
laalat	लालत
rishvat	रिशवत
loogoun	लूगौन
chahiyea	चाहिए
gayea	गयेय
hahahahaahaha	हाहाहाहाहाहा
divyanka	दिव्यांका
promote	प्रोमोट
btati	बताती
likne	लिकने
nirav	निरव
maalik	मालिक
jogging	जॉगिंग
lagage	लगागे
jayen	जायें
utarne	उतरने
bhaga	भागा
trap	ट्रैप
istemal	इस्तेमाल
banker	बैंकर
jaraha	जराहा
adikar	आदिकर
samjhta	समझता
average	एवरेज
karwani	कारवानी
mahino	माहिनो
pension	पेंशन
theka	ठेका
karodpati	करोड़पति
kaale	काली
kamayi	कमाई
ujaagar	उजागर
punje	पुंजे
girne	गिरने
dege	देगे
punja	पुंजा
nikla	निकला
karmayogi	कर्मयोगी
bramhastra	ब्रम्हस्त्र
jhooth	झूठ
yojana	योजना
bhatkhane	भटखने
heera	हीरा
salamat	सलामत
baksha	बक्शा
sunaa	सुना
pen	पेन
bechtaa	बेचता
swaziland	स्वाजीलंद
safaid	सफाइद
lejane	लेजने
khulaase	खुलासे
chidambaram	चिदंबरम
paayenge	पायेंगे
bhagaao	भगाओ
bhagnewala	भागनेवाला
chokidaar	चोकीदार
module	मॉड्यूल
bhrstachaar	भ्रस्ताचार
khoj	खोज
rhta	रहता
shohrabuddin	शोहराबुद्दीन
sherni	शेरनी
mamla	मामला
zone	ज़ोन
danga	दंगा
chupchap	चुपचाप
diikhate	दीखते
janpath	जनपथ
kamm	कम्म
milakar	मिलकर
mangeshkar	मंगेशकर
sanam	सनम
usase	उससे
jisane	जिसने
insult	इन्सल्ट
nishpaksh	निष्पक्ष
patrakarita	पत्रकारिता
khaunga	खौंगा
garmia	गरमिया
their	थेर
mirchi	मिर्ची
hukam	हुकम
jukane	जुकाने
sarahti	सराहती
fenku	फेंकू
velocity	वेलोकिती
padhaya	पढ़ाया
rakta	रक्त
chaap	चाप
inaguration	इनगुरतिओन
baru	बारू
baath	बाथ
kalank	कलंक
imandari	इमानदारी
laoge	लाओगे
bhaiyaji	भैयाजी
remote	रिमोट
rahte	रहते
manmohanji	मनमोहनजी
gadar	गदर
prem	प्रेम
katha	कथा
aaaa	आया
apani	अपनी
bheze	भेजे
andhbhakt	अंधभक्त
kae	के
boltae	बोलते
sidhu	सिद्धू
baatlaata	बातलाता
darta	दर्ता
madat	मदत
ratna	रत्ना
indira	इंदिरा
prize	प्राइज़
doobi	डूबी
purskar	पुरस्कार
jaake	जाके
puchenge	पूछेंगे
preparation	प्रिपेरेशन
manmohn	मनमोहन
itana	इतना
hanji	हांजी
vyapan	व्यापन
padke	पड़के
bolraha	बोलरहा
goonga	गूँगा
manmohansingh	मनमोहनसिंह
manao	मनाओ
liyen	लियेन
sirjee	सिरजी
ghotale	घोटाले
sabra	साबरा
kije	कीजे
hamala	हमाला
retey	रेते
taaluck	तालुक
naha	नहा
bachne	बचने
pahne	पहने
ismein	इसमें
doobenge	डूबेंगे
ana	अना
kuchla	कुचला
ijjat	इज्जत
kregi	करेगी
bhaagne	भागने
saalfailsarkar	सालफाइलसरकार
ghotaale	घोटाले
neerav	नीरव
upadate	उपदते
sonu	सोनू
snapchat	स्नैपचैट
mahesh	महेश
sareh	सारे
milkeh	मिलकेह
lootneh	लूटनेह
master	मास्टर
gujarati	गुजराती
industrialist	इंडस्ट्रियलिस्ट
niklwane	निकलवाने
khda	खड़ा
pdta	पीडीटीए
btaya	बताया
dokhe	दोखे
idhr	इधर
udhr	उधर
aur	और
nawabi	नवाबी
biriyaani	बिरियानी
tanhai	तन्हाई
letay	लेटे
anokha	अनोखा
taandav	तांडव
intehaan	इंतेहान
ho	हो
ke	के
masti	मस्ती
gayazamaana	गयाजमाना
ya	या
vivah	विवाह
vidhi	विधि
mantra	मंत्रा
bin	बिन
dolna	डोलना
vivaad	विवाद
ek	एक
ajnabi	अजनबी
sa	सा
ehsaas	एहसास
sataye	सताये
barkha	बरखा
pyasa	प्यास
o	ओ
humnawa	हमनावा
fariyaad	फरियाद
hum	हम
daastaan	दास्तान
sunaayein	सुनायें
shukravaar	शुक्रवार
na	ना
kajre	कजरे
dhaar	धार
motiyon	मोतियों
kabool	कबूल
piroliye	पिरोलिये
fida	फिदा
dakhila	दाखिला
nagma	नगमा
ant	अंत
me	मे
haaraye	हाराये
bekarar	बेकरार
harayi	हराई
motor	मोटर
ne	ने
gam	गम
sathi	साथी
jaadu	जादू
chupke	चुपके
jo	जो
ye	ये
tham	थम
shivratri	शिवरात्रि
varshik	वार्षिक
shulk	शुल्क
imaam	इमाम
loon	लून
bijuriya	बिजुरिया
mahfil	महफिल
mae	माए
oonpe	ऊंपे
ankhiyo	अंखियो
se	से
behte	बहते
neende	नींदे
neendo	नींदो
nasha	नशा
bahon	बाहों
darmiya	दरमिया
kumbh	कुंभ
mela	मेला
rochak	रोचक
tatya	तात्या
sajnaa	सजना
bekaraar	बेकरार
dardeintazaar	दर्दएइन्तज़ार
sharmohaya	शर्मोहया
kali	काली
khwaabomein	ख्वाबोमें
bahekta	बहेकता
mahekta	महेकता
hasna	हसना
mauja	मौजा
hi	ही
banoge	बनोगे
vatan	वतन
kalke	कालके
yakin	यकीन
boli	बोली
bawra	बावरा
toh	तो
chand	चंद
chak	चक
le	ले
de	दे
todenge	तोड़ेंगे
saamna	सामना
naina	नैना
bewafa	बेवफा
hargiz	हरगिज
the	थे
sanchar	संचार
aanewala	आनेवाला
bakhuda	बखुदा
chetavani	चेतवानी
churaayi	चुरायी
zakhmi	ज़ख्मी
e	ए
giger	गिगर
woye	वोए
to	तो
aaja	आजा
nichode	निचोड़े
gudiya	गुडिया
rani	रानी
lata	लता
lamhe	लम्हे
pichchar	पिच्चर
nirdeshak	निर्देशक
masala	मसाला
yaaro	यारो
aazmaale	आजमाले
ghadi	घडी
tujhko	तुझको
k	के
ab	अब
jau	जाऊ
haaye	हाय
ve	वे
daadeiya	दादेया
rabba	रब्बा
mitaane	मिटाने
lungi	लुंगी
umeed	उम्मीद
dhoop	धूप
milaata	मिलाता
chingaari	चिंगारी
bhadake	भड़के
sawan	सावन
use	उसे
bujhaye	बुझाये
sako	सको
tan	तन
man	मन
jagran	जागरण
samachaar	समाचार
pahachane	पहचाने
piya	पिया
haathon	हाथों
chalein	चलें
teetar	तीतर
do	दो
tikhi	तीखी
aankhein	आँखें
zahar	ज़हर
jaam	जाम
hergiz	हेरगिज
thay	थे
wafa	वफा
sakay	सकाय
baake	बाके
chore	चोरे
hone	होने
ate	आते
miloge	मिलोगे
dhoom	धूम
is	आईएस
wo	यू
tara	तारा
pam	पाम
aji	अजी
aise	ऐसे
geet	गीत
kasmein	कसमें
raahi	राही
jeeya	जीया
shayar	शायर
shab	शब
ghazal	गजल
shayari	शायरी
suhavane	सुहावने
churaya	चुराया
izhar	इजहार
safar	सफर
chahaton	चाहतों
jaaneman	जानेमन
gulbadan	गुलबदन
maaniye	मानिये
sapno	सपनो
falak	फलक
sooraj	सूरज
maddham	मद्धम
sholay	शोले
basanti	बसंती
naach	नाच
galey	गले
haseen	हसीन
deewangi	दीवांगी
nakhre	नखरे
parathe	पराठे
yaaron	यारों
lagan	लगन
tumsa	तुमसा
pradushan	प्रदूषण
nichooade	निचूडे
hatiyaar	हतियार
vishwavidyalaya	विश्वविद्यालय
sagar	सागर
taraste	तरसते
ras	रस
peenekeliye	पीनेकेलिये
in	इन
ped	पेड़
shatak	शतक
rakt	रक्त
chap	चाप
ilayichi	इलायिची
beeda	बीड़ा
intazaar	इंतजार
bahaar	बहार
oh	ओह
jaanam	जानम
sharaarat	शरारत
awaas	आवास
raahein	राहें
chalati	चलाती
woh	हो
raah	राह
girta	गिरता
samhalta	सम्हलता
chalchitra	चलचित्र
dakait	डकैत
zindgi	ज़िंदगी
kosh	कोश
yaadein	यादें
takraati	टकराती
ayurveda	आयुर्वेद
piaar	पियार
laree	लारी
choote	छूटे
rang	रंग
khaeriyat	खैरियत
bananewale	बनानेवाले
samaayi	समायी
un	उन
fizao	फिज़ाओ
barso	बरसो
sikhne	सिखने
khoobsurat	खूबसूरत
preity	प्रीती
zinta	ज़िंटा
gaal	गाल
garmi	गर्मी
khayaal	खयाल
barson	बरसों
yaro	यारो
hawayein	हवाएं
gungunayein	गुनगुनाएं
poochhe	पूछे
tumse	तुमसे
khidki	खिड़की
tukda	टुकड़ा
mastaane	मस्ताने
zindgee	जिंदगी
Khan	खान
janamdin	जनमदिन
sapnon	सपनों
aakraman	आक्रमण
morni	मोरनी
tin	टिन
taana	ताना
sanjh	सांझ
dulhan	दुल्हन
badan	बदन
churaye	चुराए
saaware	सावरे
tore	तोरे
jiya	जिया
milke	मिल्के
aisa	ऐसा
ladna	लड़ना
jhagadna	झगड़ना
beruki	बेरुकी
mohobbat	मोहोब्बत
babuji	बाबूजी
chalna	चलना
chhukar	छुकर
ishara	इशारा
ashik	आशिक
divana	दिवाना
darpan	दर्पण
samaye	समाये
siva	शिव
hun	हूँ
jaanaa	जाना
soorat	सूरत
dekhoon	देखूँ
masha	माशा
gul	गुल
khilaegi	खिलाएगी
chanchal	चंचल
nain	नैन
mahangi	महंगी
abhinetri	अभिनेत्री
lagay	लगाय
avtaar	अवतार
likhe	लिखे
tujhpe	तुझपे
kavita	कविता
armaan	अरमान
aansuon	आंसुओं
beh	बेह
laagi	लागी
jwala	ज्वाला
saiyyan	सैय्यन
tooney	टूनी
daala	डाला
dhadkan	धड़कन
ahimsa	अहिंसा
dhal	ढाल
gupt	गुप्त
sabzi	सब्जी
amma	अम्मा
rashtriya	राष्ट्रीय
grameen	ग्रामीन
ugle	उगले
heere	हीरे
moti	मोती
durghatna	दुर्घटना
dainik	दैनिक
naaraz	नाराज
mausam	मौसम
yudh	युध
jyotish	ज्योतिष
dagar	डागर
mitenge	मिटेंगे
mama	मामा
saas	सास
bat	बाट
bigad	बिगड़
adaye	अदाये
mane	माने
nau	नौ
dhale	ढाले
kirki	किरकी
tale	टेल
siti	सिटी
nakhreywali	नखरेवाली
gum	गुम
hee	ही
mukhyamantri	मुख्यमंत्री
patni	पटनी
lauta	लौटा
makaam	मकाम
pukar	पुकार
lo	लो
baaraatein	बारातें
doli	डोली
laana	लाना
aksa	अक्सा
beach	बीच
ghuma	घूमा
inteha	इंतेहा
reet	रीत
nukkadvaale	नुक्कडवाले
khudaya	खुदया
assam	असम
nritya	नृत्य
palkon	पलकों
saaye	साये
shiv	शिव
shankarkanta	शंकरकांता
aankh	आँख
kajal	काजल
phaela	फेला
paththar	पथ्थर
galiyon	गलियों
ma	मा
sharmili	शर्मिली
sajane	सजाने
behakta	बहकता
mehakta	मेहक्ता
nachle	नाचले
nanha	नन्हा
munna	मुन्ना
paryatan	पर्यटन
vibhag	विभाग
hu	हु
eid	ईआईडी
bhais	भाईस
danda	डंडा
maraa	मारा
matbhed	मतभेद
aakarshan	आकर्षण
rahoon	राहून
nazro	नज़रो
bhavar	भवर
shabnami	शबनमी
bheegi	भीगी
chandni	चांदनी
husn	हुस्न
yoon	यूं
chandani	चांदनी
raavan	रावण
talaash	तलाश
gathayein	गठायें
beliya	बेलिया
roshan	रोशन
khullam	खुल्लम
chumma	चुम्मा
musafir	मुसाफिर
katte	कट्टे
shikayat	शिकायत
daraar	दरार
from	फ्रोम
veerzara	वीरजरा
ustad	उस्ताद
shehnai	शहनाई
aakash	आकाश
sun	सन
kurta	कुर्ता
sarson	सरसों
da	दा
saag	साग
milkha	मिलखा
vishnu	विष्णु
avatar	अवतार
chalchitron	चलचित्रों
lutiya	लुटिया
fayade	फायदे
jag	जग
chhatra	छत्र
avval	अव्वल
dana	दाना
gulabi	गुलाबी
aankhen	आँखें
adalat	अदालत
krishi	कृषि
udyog	उद्योग
poocha	पूछा
mohabbat	मोहब्बत
khwaab	ख्वाब
sajaati	सजाती
munha	मुन्हा
sipahi	सिपाही
paero	पैरो
ghungroo	घुंगरू
juda	जुड़ा
tadap	तड़प
nikalti	निकालती
rama	रामा
maula	मौला
nagame	नगमे
lagda	लगदा
kalian	कलियाँ
samajhti	समझती
chhuppa	छुप्पा
chhuppi	छुपी
khelen	खेलें
awo	आवो
chhupakar	छुपकर
chaloon	चालून
beete	बीते
hue	हुए
lamhon	लम्हों
kasak	कसक
bindiya	बिंदिया
lagati	लगाती
laut	लौट
chodo	छोड़ो
beet	बीट
yara	यारा
inna	इन्ना
kehndi	केहंदी
munafa	मुनाफा
bhagwad	भगवद
gita	गीता
kahani	कहानी
hotho	होठो
sama	समा
hanse	हंसे
khil	खिल
roopa	रूपा
jhilmil	झिलमिल
crorepati	क्रोरेपति
nag	नाग
sambhle	संभले
julffa	जुलफा
ikraar	इकरार
palke	पालके
palko	पालको
begana	बेगाना
lina	लीना
chaand	चांद
nagama	नगमा
qurbaan	कुरबान
dhun	धुन
aanewaala	आनेवाला
basa	बसा
nigaah	निगाह
zindagaani	ज़िंदगानी
dohe	दोहे
hume	ह्यूम
dole	डोले
dahade	दहाडे
jagaye	जगाये
daka	डाका
dale	डाले
naal	नाल
sanu	सानू
aazma	आजमा
luck	लक
chhaiya	छैया
mukabla	मुकाबला
khat	खात
ladkee	लड़की
touba	तौबा
chahat	चाहत
maqbara	मकबरा
paryatak	पर्यातक
churayenge	चुरायेंगे
banayenge	बनायेंगे
waada	वाडा
judaa	जुदा
puchha	पूछा
